Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2023-07-11 00:00:00,Finance,Infrastructure,East,98353,53241,Cash,TXN101013,-45112,-45.87
2023-09-08 00:00:00,HR,Salaries,South,52239,26892,UPI,TXN101014,-25347,-48.52
2022-12-03 00:00:00,IT,Travel,North,82909,169156,Card,TXN101015,86247,104.03
2022-09-26 00:00:00,IT,Travel,North,72938,19524,UPI,TXN101016,-53414,-73.23
2021-05-10 00:00:00,Operations,Travel,North,46054,10593,Bank Transfer,TXN101017,-35461,-77.00
2023-10-17 00:00:00,Operations,Travel,South,112821,124160,Bank Transfer,TXN101018,11339,10.05
2023-03-30 00:00:00,HR,Utilities,Central,139581,63602,Card,TXN101019,-75979,-54.43
2022-11-24 00:00:00,Marketing,Marketing,North,29012,140297,Cash,TXN101020,111285,383.58
2023-03-05 00:00:00,Marketing,Marketing,Central,92458,86716,UPI,TXN101021,-5742,-6.21
2021-01-29 00:00:00,Marketing,Training,West,28164,70060,UPI,TXN101022,41896,148.76
2021-05-29 00:00:00,Finance,Utilities,South,16605,108508,Bank Transfer,TXN101023,91903,553.47
2021-01-11 00:00:00,Marketing,Marketing,Central,87254,126014,UPI,TXN101024,38760,44.42
2022-11-07 00:00:00,IT,Travel,North,26120,149720,Cash,TXN101025,123600,473.20
2021-07-06 00:00:00,Finance,Marketing,North,126648,144020,Card,TXN101026,17372,13.72
2023-03-18 00:00:00,HR,Salaries,Central,124140,28186,UPI,TXN101027,-95954,-77.29
2023-01-14 00:00:00,IT,Training,Central,49865,101846,Cash,TXN101028,51981,104.24
2021-04-08 00:00:00,IT,Marketing,West,95482,53926,Card,TXN101029,-41556,-43.52
2021-02-24 00:00:00,Sales,Salaries,South,80437,156994,UPI,TXN101030,76557,95.18
2022-09-15 00:00:00,HR,Infrastructure,East,118996,66912,UPI,TXN101031,-52084,-43.77
2022-10-26 00:00:00,HR,Salaries,West,143557,68614,Card,TXN101032,-74943,-52.20
2023-01-28 00:00:00,Sales,Salaries,West,69789,116560,UPI,TXN101033,46771,67.02
2022-02-10 00:00:00,Finance,Travel,West,132863,146050,UPI,TXN101034,13187,9.93
2021-03-10 00:00:00,Marketing,Travel,North,108952,20098,UPI,TXN101035,-88854,-81.55
2023-01-21 00:00:00,Marketing,Training,Central,20461,41313,Bank Transfer,TXN101036,20852,101.91
2023-08-16 00:00:00,Marketing,Travel,South,67042,71239,Card,TXN101037,4197,6.26
2021-12-31 00:00:00,Marketing,Salaries,North,89548,49143,Bank Transfer,TXN101038,-40405,-45.12
2022-04-27 00:00:00,Marketing,Utilities,West,62967,57989,Card,TXN101039,-4978,-7.91
2021-07-20 00:00:00,Sales,Travel,South,114583,124580,Bank Transfer,TXN101040,9997,8.72
2021-06-03 00:00:00,HR,Travel,North,134182,153312,UPI,TXN101041,19130,14.26
2021-03-14 00:00:00,Finance,Salaries,East,12632,25841,Cash,TXN101042,13209,104.57
2022-12-14 00:00:00,IT,Infrastructure,West,37108,84998,Card,TXN101043,47890,129.06
2021-10-23 00:00:00,Marketing,Infrastructure,North,109572,27184,Cash,TXN101044,-82388,-75.19
2023-11-07 00:00:00,Sales,Marketing,North,54049,136367,Card,TXN101045,82318,152.30
2021-03-02 00:00:00,Finance,Training,West,82556,165101,Card,TXN101046,82545,99.99
2023-07-28 00:00:00,Finance,Infrastructure,East,46395,118131,UPI,TXN101047,71736,154.62
2021-02-11 00:00:00,Finance,Travel,Central,48270,162742,Card,TXN101048,114472,237.15
2021-01-25 00:00:00,Sales,Utilities,East,49190,15489,UPI,TXN101049,-33701,-68.51
2023-11-29 00:00:00,IT,Marketing,West,15846,23767,UPI,TXN101050,7921,49.99
2021-05-11 00:00:00,Marketing,Training,Central,95440,75247,UPI,TXN101051,-20193,-21.16
2021-04-18 00:00:00,Finance,Utilities,North,120150,164428,Bank Transfer,TXN101052,44278,36.85
2021-06-21 00:00:00,Sales,Utilities,East,149884,31871,Bank Transfer,TXN101053,-118013,-78.74
2021-04-12 00:00:00,HR,Travel,East,80943,129233,UPI,TXN101054,48290,59.66
2023-05-16 00:00:00,Sales,Salaries,Central,127211,119219,Cash,TXN101055,-7992,-6.28
2022-06-08 00:00:00,Sales,Salaries,North,145839,56164,Cash,TXN101056,-89675,-61.49
2021-10-02 00:00:00,Sales,Salaries,East,20971,77919,Card,TXN101057,56948,271.56
2023-12-04 00:00:00,Finance,Infrastructure,Central,109242,146523,Cash,TXN101058,37281,34.13
2023-03-28 00:00:00,Sales,Salaries,East,96850,126357,Card,TXN101059,29507,30.47
2023-08-15 00:00:00,HR,Training,North,74481,63242,Card,TXN101060,-11239,-15.09
2023-11-07 00:00:00,Finance,Travel,North,73486,71529,Card,TXN101061,-1957,-2.66
2021-11-26 00:00:00,HR,Infrastructure,South,74840,44256,Bank Transfer,TXN101062,-30584,-40.87
2021-01-12 00:00:00,Operations,Training,Central,89208,142284,UPI,TXN101063,53076,59.50
2021-08-04 00:00:00,Sales,Salaries,West,52991,74452,Cash,TXN101064,21461,40.50
2021-12-05 00:00:00,Marketing,Training,East,41088,164218,UPI,TXN101065,123130,299.67
2022-10-23 00:00:00,Marketing,Utilities,North,13177,166447,UPI,TXN101066,153270,1163.16
2022-01-09 00:00:00,Finance,Travel,East,31735,59246,Bank Transfer,TXN101067,27511,86.69
2023-09-03 00:00:00,Marketing,Travel,East,15100,150502,Card,TXN101068,135402,896.70
2022-12-11 00:00:00,Finance,Training,West,52691,103853,UPI,TXN101069,51162,97.10
2022-04-11 00:00:00,Sales,Marketing,North,89164,86295,Card,TXN101070,-2869,-3.22
2022-05-04 00:00:00,IT,Travel,South,147479,168420,Bank Transfer,TXN101071,20941,14.20
2021-02-16 00:00:00,IT,Utilities,Central,34054,98882,UPI,TXN101072,64828,190.37
2023-02-17 00:00:00,HR,Travel,East,105120,47499,Cash,TXN101073,-57621,-54.81
2023-11-06 00:00:00,Sales,Marketing,West,93611,169798,UPI,TXN101074,76187,81.39
2022-12-12 00:00:00,Marketing,Travel,West,133311,127481,Bank Transfer,TXN101075,-5830,-4.37
2022-02-05 00:00:00,Sales,Travel,Central,144977,11698,Bank Transfer,TXN101076,-133279,-91.93
2023-09-08 00:00:00,Operations,Marketing,Central,131502,40969,UPI,TXN101077,-90533,-68.85
2021-09-07 00:00:00,IT,Travel,North,82220,143309,Cash,TXN101078,61089,74.30
2022-01-26 00:00:00,Marketing,Training,East,57881,89870,Card,TXN101079,31989,55.27
2021-12-01 00:00:00,IT,Infrastructure,East,96245,27553,UPI,TXN101080,-68692,-71.37
2022-09-21 00:00:00,Sales,Training,Central,39888,139064,UPI,TXN101081,99176,248.64
2021-05-17 00:00:00,Marketing,Travel,South,104827,10864,Cash,TXN101082,-93963,-89.64
2023-06-02 00:00:00,HR,Salaries,East,57460,47128,Cash,TXN101083,-10332,-17.98
2022-11-19 00:00:00,Sales,Salaries,West,121873,23326,Bank Transfer,TXN101084,-98547,-80.86
2023-04-07 00:00:00,HR,Infrastructure,Central,51594,144484,Card,TXN101085,92890,180.04
2022-12-28 00:00:00,Marketing,Travel,East,37588,17349,Card,TXN101086,-20239,-53.84
2022-08-17 00:00:00,IT,Utilities,North,65013,59461,UPI,TXN101087,-5552,-8.54
2023-09-17 00:00:00,Operations,Travel,Central,68172,81933,Card,TXN101088,13761,20.19
2022-01-07 00:00:00,Finance,Salaries,West,66615,154444,Bank Transfer,TXN101089,87829,131.85
2023-07-24 00:00:00,IT,Marketing,North,81358,70586,Bank Transfer,TXN101090,-10772,-13.24
2023-09-22 00:00:00,HR,Infrastructure,Central,35112,116553,Cash,TXN101091,81441,231.95
2022-02-06 00:00:00,Sales,Marketing,Central,101514,132514,Cash,TXN101092,31000,30.54
2022-09-07 00:00:00,Marketing,Utilities,East,26037,71182,Bank Transfer,TXN101093,45145,173.39
2023-09-22 00:00:00,IT,Travel,North,18996,30678,Cash,TXN101094,11682,61.50
2022-09-12 00:00:00,Operations,Utilities,Central,33066,29947,Bank Transfer,TXN101095,-3119,-9.43
2021-07-07 00:00:00,Marketing,Marketing,West,100963,78660,Cash,TXN101096,-22303,-22.09
2021-05-11 00:00:00,HR,Travel,North,135105,49849,UPI,TXN101097,-85256,-63.10
2023-03-16 00:00:00,Marketing,Training,East,50865,103457,Card,TXN101098,52592,103.40
2023-07-25 00:00:00,Marketing,Training,South,136023,158651,Bank Transfer,TXN101099,22628,16.64
2023-09-13 00:00:00,Sales,Utilities,Central,149139,118994,Cash,TXN101100,-30145,-20.21
2021-07-02 00:00:00,Finance,Training,South,140555,107114,Bank Transfer,TXN101101,-33441,-23.79
2023-09-10 00:00:00,HR,Training,Central,146413,17250,UPI,TXN101102,-129163,-88.22
2021-12-30 00:00:00,Sales,Salaries,East,36440,169235,Bank Transfer,TXN101103,132795,364.42
2021-02-08 00:00:00,Finance,Training,East,91163,166194,Cash,TXN101104,75031,82.30
2022-05-12 00:00:00,Sales,Salaries,East,98738,143470,Cash,TXN101105,44732,45.30
2023-09-09 00:00:00,Finance,Infrastructure,East,89877,167308,Bank Transfer,TXN101106,77431,86.15
2023-07-10 00:00:00,Finance,Salaries,North,29314,139729,Bank Transfer,TXN101107,110415,376.66
2022-12-23 00:00:00,Finance,Salaries,North,100365,63488,Cash,TXN101108,-36877,-36.74
2021-01-16 00:00:00,Sales,Marketing,Central,144592,106356,UPI,TXN101109,-38236,-26.44
2022-05-08 00:00:00,Marketing,Salaries,North,15110,156564,UPI,TXN101110,141454,936.16
2023-06-13 00:00:00,Finance,Salaries,Central,110011,41754,UPI,TXN101111,-68257,-62.05
2021-11-07 00:00:00,Marketing,Marketing,North,94213,65199,Card,TXN101112,-29014,-30.80
2023-01-09 00:00:00,HR,Salaries,North,45252,127424,Card,TXN101113,82172,181.59
2022-06-30 00:00:00,Operations,Training,North,61887,81938,Card,TXN101114,20051,32.40
2022-02-18 00:00:00,Marketing,Salaries,West,86251,127647,Bank Transfer,TXN101115,41396,47.99
2021-09-08 00:00:00,Operations,Infrastructure,East,95375,107079,Card,TXN101116,11704,12.27
2023-01-29 00:00:00,Finance,Salaries,West,125625,17106,Bank Transfer,TXN101117,-108519,-86.38
2023-11-29 00:00:00,Operations,Salaries,North,43645,97359,UPI,TXN101118,53714,123.07
2023-03-25 00:00:00,Operations,Infrastructure,North,53664,165505,Cash,TXN101119,111841,208.41
2021-01-29 00:00:00,Finance,Marketing,West,84274,122261,Card,TXN101120,37987,45.08
2023-08-16 00:00:00,Marketing,Training,Central,136083,150177,Cash,TXN101121,14094,10.36
2022-04-22 00:00:00,Finance,Salaries,East,47261,92921,Card,TXN101122,45660,96.61
2021-11-14 00:00:00,HR,Training,Central,107432,122452,Card,TXN101123,15020,13.98
2021-09-02 00:00:00,IT,Utilities,East,34365,66053,Cash,TXN101124,31688,92.21
2023-01-18 00:00:00,Sales,Training,South,120127,141023,UPI,TXN101125,20896,17.39
2022-11-28 00:00:00,Finance,Marketing,East,58817,141442,UPI,TXN101126,82625,140.48
2021-09-29 00:00:00,Finance,Marketing,Central,114591,112457,UPI,TXN101127,-2134,-1.86
2022-01-12 00:00:00,Operations,Salaries,East,56610,56068,Cash,TXN101128,-542,-0.96
2021-09-23 00:00:00,HR,Infrastructure,South,126833,49047,Bank Transfer,TXN101129,-77786,-61.33
2023-07-15 00:00:00,Operations,Marketing,South,82494,161939,Cash,TXN101130,79445,96.30
2023-07-10 00:00:00,Marketing,Infrastructure,North,35805,58224,Bank Transfer,TXN101131,22419,62.61
2021-12-06 00:00:00,Finance,Utilities,South,104506,134487,UPI,TXN101132,29981,28.69
2022-01-24 00:00:00,Finance,Infrastructure,West,20468,126609,Bank Transfer,TXN101133,106141,518.57
2022-07-31 00:00:00,Operations,Travel,Central,21135,63094,UPI,TXN101134,41959,198.53
2021-01-03 00:00:00,Finance,Infrastructure,West,137056,18502,UPI,TXN101135,-118554,-86.50
2022-01-11 00:00:00,Marketing,Marketing,West,73135,57130,UPI,TXN101136,-16005,-21.88
2021-11-20 00:00:00,IT,Infrastructure,Central,74699,77505,UPI,TXN101137,2806,3.76
2021-05-26 00:00:00,Sales,Infrastructure,West,76036,117213,Cash,TXN101138,41177,54.15
2021-10-20 00:00:00,Sales,Travel,West,139729,34234,Card,TXN101139,-105495,-75.50
2022-03-08 00:00:00,Sales,Travel,West,31990,18807,Card,TXN101140,-13183,-41.21
2022-12-06 00:00:00,IT,Salaries,South,29134,108491,Card,TXN101141,79357,272.39
2023-08-07 00:00:00,Finance,Marketing,Central,60464,17788,Cash,TXN101142,-42676,-70.58
2022-08-08 00:00:00,Operations,Salaries,Central,94073,118022,UPI,TXN101143,23949,25.46
2022-02-03 00:00:00,HR,Travel,Central,141680,118875,UPI,TXN101144,-22805,-16.10
2023-03-28 00:00:00,Finance,Infrastructure,West,144366,155821,UPI,TXN101145,11455,7.93
2023-08-22 00:00:00,IT,Travel,South,126685,51491,Card,TXN101146,-75194,-59.36
2021-07-06 00:00:00,Marketing,Utilities,Central,102541,130882,UPI,TXN101147,28341,27.64
2021-03-02 00:00:00,IT,Infrastructure,East,90709,27435,Bank Transfer,TXN101148,-63274,-69.75
2023-07-28 00:00:00,Sales,Salaries,Central,95105,113442,Cash,TXN101149,18337,19.28
2022-12-11 00:00:00,Finance,Infrastructure,North,57043,146231,UPI,TXN101150,89188,156.35
2023-03-18 00:00:00,Sales,Utilities,East,66536,111789,UPI,TXN101151,45253,68.01
2021-01-11 00:00:00,HR,Travel,Central,13706,132939,UPI,TXN101152,119233,869.93
2023-12-22 00:00:00,Marketing,Marketing,West,96422,57389,Bank Transfer,TXN101153,-39033,-40.48
2021-08-14 00:00:00,Sales,Training,Central,133555,85611,UPI,TXN101154,-47944,-35.90
2022-07-18 00:00:00,HR,Marketing,South,85382,134059,Card,TXN101155,48677,57.01
2023-02-11 00:00:00,IT,Marketing,South,88255,50945,UPI,TXN101156,-37310,-42.28
2023-06-04 00:00:00,Sales,Travel,Central,96924,122188,Card,TXN101157,25264,26.07
2021-08-14 00:00:00,Sales,Marketing,West,55116,120873,Card,TXN101158,65757,119.31
2023-04-05 00:00:00,Operations,Utilities,West,95464,140534,UPI,TXN101159,45070,47.21
2021-08-06 00:00:00,Marketing,Travel,West,79354,71220,Bank Transfer,TXN101160,-8134,-10.25
2023-07-26 00:00:00,Marketing,Marketing,Central,18087,73344,Card,TXN101161,55257,305.51
2023-01-23 00:00:00,IT,Training,Central,131770,17413,UPI,TXN101162,-114357,-86.79
2022-05-21 00:00:00,Operations,Salaries,North,111747,157122,UPI,TXN101163,45375,40.61
2021-09-16 00:00:00,HR,Travel,South,97629,150700,Bank Transfer,TXN101164,53071,54.36
2021-02-23 00:00:00,HR,Travel,East,76583,47064,UPI,TXN101165,-29519,-38.55
2023-12-07 00:00:00,IT,Infrastructure,East,53413,42424,Cash,TXN101166,-10989,-20.57
2022-12-28 00:00:00,Marketing,Marketing,South,94580,41899,Cash,TXN101167,-52681,-55.70
2022-11-20 00:00:00,HR,Salaries,North,91530,132851,Cash,TXN101168,41321,45.14
2023-11-10 00:00:00,IT,Training,South,140393,39247,UPI,TXN101169,-101146,-72.04
2022-02-23 00:00:00,HR,Utilities,North,49034,73591,Card,TXN101170,24557,50.08
2022-11-21 00:00:00,Finance,Travel,North,100875,27907,Bank Transfer,TXN101171,-72968,-72.34
2023-04-30 00:00:00,Sales,Utilities,West,144480,163015,UPI,TXN101172,18535,12.83
2021-03-03 00:00:00,Marketing,Utilities,South,33878,158118,Card,TXN101173,124240,366.73
2021-08-04 00:00:00,Finance,Utilities,East,101025,140605,UPI,TXN101174,39580,39.18
2021-01-03 00:00:00,IT,Infrastructure,Central,103243,25046,Cash,TXN101175,-78197,-75.74
2021-06-09 00:00:00,IT,Utilities,Central,98647,60175,Cash,TXN101176,-38472,-39.00
2023-02-20 00:00:00,Finance,Marketing,South,92462,133557,Card,TXN101177,41095,44.45
2023-06-12 00:00:00,Sales,Marketing,Central,94855,112271,Card,TXN101178,17416,18.36
2021-11-25 00:00:00,Sales,Salaries,North,133300,139069,Card,TXN101179,5769,4.33
2022-08-03 00:00:00,Operations,Salaries,Central,135250,70742,Bank Transfer,TXN101180,-64508,-47.70
2023-08-10 00:00:00,HR,Training,North,82812,163363,Card,TXN101181,80551,97.27
2022-09-27 00:00:00,Operations,Utilities,North,64851,86052,Cash,TXN101182,21201,32.69
2023-09-15 00:00:00,Sales,Utilities,East,59698,141076,Cash,TXN101183,81378,136.32
2023-07-10 00:00:00,Finance,Infrastructure,Central,31345,78970,Bank Transfer,TXN101184,47625,151.94
2023-01-08 00:00:00,HR,Utilities,East,67797,45014,UPI,TXN101185,-22783,-33.60
2021-06-19 00:00:00,Finance,Utilities,Central,61843,109700,Card,TXN101186,47857,77.38
2022-06-05 00:00:00,Operations,Utilities,North,19949,113874,Bank Transfer,TXN101187,93925,470.83
2021-02-09 00:00:00,IT,Travel,Central,47542,131682,UPI,TXN101188,84140,176.98
2023-08-13 00:00:00,Finance,Travel,East,101529,49312,UPI,TXN101189,-52217,-51.43
2023-09-11 00:00:00,Operations,Infrastructure,West,135040,59126,Card,TXN101190,-75914,-56.22
2023-09-02 00:00:00,Operations,Infrastructure,East,140268,66477,Cash,TXN101191,-73791,-52.61
2021-02-07 00:00:00,Operations,Marketing,West,93258,12561,Card,TXN101192,-80697,-86.53
2021-11-24 00:00:00,IT,Infrastructure,South,100578,138387,Card,TXN101193,37809,37.59
2023-07-03 00:00:00,IT,Training,East,148073,74931,Cash,TXN101194,-73142,-49.40
2022-03-30 00:00:00,IT,Marketing,Central,17948,139124,Cash,TXN101195,121176,675.15
2021-02-06 00:00:00,HR,Utilities,West,107410,27535,Cash,TXN101196,-79875,-74.36
2023-08-31 00:00:00,IT,Infrastructure,Central,94391,71838,UPI,TXN101197,-22553,-23.89
2023-03-07 00:00:00,IT,Training,West,51522,43554,UPI,TXN101198,-7968,-15.47
2023-08-31 00:00:00,IT,Infrastructure,East,70310,22675,Card,TXN101199,-47635,-67.75
2022-08-16 00:00:00,Finance,Infrastructure,East,121350,41912,Bank Transfer,TXN101200,-79438,-65.46
2023-11-30 00:00:00,IT,Marketing,Central,116405,10112,Card,TXN101201,-106293,-91.31
2021-08-12 00:00:00,HR,Marketing,East,60882,152823,Bank Transfer,TXN101202,91941,151.02
2021-11-14 00:00:00,Operations,Salaries,Central,83415,41063,Card,TXN101203,-42352,-50.77
2021-12-15 00:00:00,Finance,Marketing,North,85085,166637,Card,TXN101204,81552,95.85
2021-04-25 00:00:00,Sales,Marketing,West,129913,120844,Card,TXN101205,-9069,-6.98
2022-11-29 00:00:00,IT,Travel,Central,140985,111046,UPI,TXN101206,-29939,-21.24
2023-11-30 00:00:00,Operations,Infrastructure,West,25136,58732,Card,TXN101207,33596,133.66
2021-02-09 00:00:00,Operations,Marketing,North,115550,105557,Bank Transfer,TXN101208,-9993,-8.65
2021-08-04 00:00:00,Finance,Infrastructure,West,52148,80755,UPI,TXN101209,28607,54.86
2021-12-02 00:00:00,Sales,Infrastructure,Central,81501,138788,Card,TXN101210,57287,70.29
2021-04-02 00:00:00,Marketing,Travel,East,121672,113315,Cash,TXN101211,-8357,-6.87
2021-12-19 00:00:00,HR,Infrastructure,West,53967,76163,UPI,TXN101212,22196,41.13
2022-07-25 00:00:00,Marketing,Training,West,29507,155437,Cash,TXN101213,125930,426.78
2023-03-27 00:00:00,Operations,Marketing,North,111447,69506,Card,TXN101214,-41941,-37.63
2023-02-20 00:00:00,Marketing,Infrastructure,South,111104,97538,Bank Transfer,TXN101215,-13566,-12.21
2021-12-29 00:00:00,Operations,Salaries,East,126890,16701,Cash,TXN101216,-110189,-86.84
2022-07-11 00:00:00,Marketing,Salaries,Central,98122,147007,Cash,TXN101217,48885,49.82
2021-12-22 00:00:00,Operations,Travel,North,143414,25845,UPI,TXN101218,-117569,-81.98
2021-07-10 00:00:00,Operations,Training,Central,136273,80456,Cash,TXN101219,-55817,-40.96
2022-02-26 00:00:00,Finance,Marketing,Central,54360,42738,Card,TXN101220,-11622,-21.38
2022-12-01 00:00:00,Sales,Travel,West,20167,9551,UPI,TXN101221,-10616,-52.64
2021-01-07 00:00:00,Operations,Salaries,North,72853,93771,Cash,TXN101222,20918,28.71
2021-05-13 00:00:00,HR,Training,North,58303,155557,Bank Transfer,TXN101223,97254,166.81
2022-07-11 00:00:00,HR,Marketing,East,122988,48851,UPI,TXN101224,-74137,-60.28
2023-04-06 00:00:00,IT,Infrastructure,South,76991,164381,Bank Transfer,TXN101225,87390,113.51
2023-01-31 00:00:00,Operations,Marketing,Central,143611,117588,Bank Transfer,TXN101226,-26023,-18.12
2023-11-21 00:00:00,Operations,Utilities,East,111922,166082,UPI,TXN101227,54160,48.39
2022-06-19 00:00:00,Operations,Marketing,East,100986,106395,Cash,TXN101228,5409,5.36
2022-03-02 00:00:00,Marketing,Infrastructure,Central,136550,156612,Cash,TXN101229,20062,14.69
2022-11-03 00:00:00,Operations,Utilities,West,13591,12934,Bank Transfer,TXN101230,-657,-4.83
2021-12-29 00:00:00,Operations,Training,West,80250,82232,Cash,TXN101231,1982,2.47
2021-03-23 00:00:00,HR,Travel,Central,137410,80404,UPI,TXN101232,-57006,-41.49
2021-12-22 00:00:00,Sales,Training,North,102955,51155,Bank Transfer,TXN101233,-51800,-50.31
2022-08-12 00:00:00,Sales,Marketing,South,14667,17125,Card,TXN101234,2458,16.76
2021-10-22 00:00:00,IT,Travel,West,83993,123571,Card,TXN101235,39578,47.12
2023-12-06 00:00:00,HR,Marketing,South,83829,168057,Card,TXN101236,84228,100.48
2021-01-17 00:00:00,Operations,Salaries,East,34238,27088,Cash,TXN101237,-7150,-20.88
2021-12-26 00:00:00,Sales,Salaries,East,135636,159774,Card,TXN101238,24138,17.80
2023-05-16 00:00:00,Finance,Infrastructure,Central,110573,71840,Card,TXN101239,-38733,-35.03
2022-12-01 00:00:00,Finance,Training,Central,135842,135391,Bank Transfer,TXN101240,-451,-0.33
2022-03-24 00:00:00,Finance,Salaries,Central,94403,157565,UPI,TXN101241,63162,66.91
2023-05-06 00:00:00,Operations,Utilities,West,21184,168367,Bank Transfer,TXN101242,147183,694.78
2021-12-31 00:00:00,Operations,Utilities,South,96349,34999,Bank Transfer,TXN101243,-61350,-63.67
2022-11-06 00:00:00,IT,Marketing,East,35482,51606,Card,TXN101244,16124,45.44
2023-10-05 00:00:00,IT,Travel,South,25660,139032,Bank Transfer,TXN101245,113372,441.82
2022-04-12 00:00:00,IT,Utilities,West,34479,146144,Card,TXN101246,111665,323.86
